col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
Fahln," L.E.; C.G.Brown; O.Stahl; C.Carlsson.	A Space Based Model for User Interaction in Shared Synthetic Environments.	?","	43-48.	1993.	?","	ACM"," NY:	?","	?","	In proceedings of the InterCHI93 conference (Amsterdam).	?","	?","	?","	?","	?","	?",?,?
D. W. Aha," D. Kibler & M. K. Albert.	(1991) Instance-based learning algorithms.	6(1)	37-66.	?","	Machine Learning	?","	?","	?","	?","	?","	?","	?","	?","	?","	?",?,?
"John Ross Quinlan.	Combining instance-based and model-based learning.	?","	pages 236-243.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Tom M. Mitchaell and Paul E. Utgoff.	Learning by experimentation: Acquiring and refining problem-solving heuristics.	[17]","	pages 510-522.	?","	?","	?","	?","	?","	In Shavlik and Dietterich	?","	?","	?","	?","	?","	?",?,?
"Tom M. Mitchaell and Paul E. Utgoff.	Learning by experimentation: Acquiring and refining problem-solving heuristics.	[17]","	pages 510-522.	?","	?","	?","	?","	?","	In Shavlik and Dietterich	?","	?","	?","	?","	?","	?",?,?
"Dunja Mladenic.	Combinatorial optimization in inductive concept learning.	?","	pages 205-211.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Dunja Mladenic.	Combinatorial optimization in inductive concept learning.	?","	pages 205-211.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E Utgoff..	?","	?","	?","	?","	?",?,?
"Dunja Mladenic.	Combinatorial optimization in inductive concept learning.	?","	pages 205-211.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Dunja Mladenic.	Combinatorial optimization in inductive concept learning.	?","	pages 205-211.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Dunja Mladenic.	Combinatorial optimization in inductive concept learning.	?","	pages 205-211.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Dunja Mladenic.	Combinatorial optimization in inductive concept learning.	?","	pages 205-211.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Dunja Mladenic.	Combinatorial optimization in inductive concept learning.	?","	pages 205-211.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Dunja Mladenic.	Combinatorial optimization in inductive concept learning.	?","	pages 205-211.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Dunja Mladenic.	Combinatorial optimization in inductive concept learning.	?","	pages 205-211.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"J. R.	""Quinlan (1993) -""Combining instance-based and model-based learning- ?","	?","	?","	?","	?","	Morgan Kaufmann.	San Mateo:	?","	Proc. ML-93	(ed P.E. Utgoff)","	?","	?","	?","	?","	?",?,?
"John Ross Quinlan.	Combining instance-based and model-based learning.	?","	pages 236-243.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"John Ross Quinlan.	Combining instance-based and model-based learning.	?","	pages 236-243.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"John Ross Quinlan.	Combining instance-based and model-based learning.	?","	pages 236-243.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"John Ross Quinlan.	Combining instance-based and model-based learning.	?","	pages 236-243.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"John Ross Quinlan.	Combining instance-based and model-based learning.	?","	pages 236-243.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"John Ross Quinlan.	Combining instance-based and model-based learning.	?","	pages 236-243.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"John Ross Quinlan.	Combining instance-based and model-based learning.	?","	pages 236-243.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"John Ross Quinlan.	Combining instance-based and model-based learning.	?","	pages 236-243.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Harish Ragavan and Larry Rendell.	Lookahead feature construction for learning hard concepts.	?","	pages 252-259.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Harish Ragavan and Larry Rendell.	Lookahead feature construction for learning hard concepts.	?","	pages 252-259.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff	?","	?","	?","	?","	?",?,?
"Harish Ragavan and Larry Rendell.	Lookahead feature construction for learning hard concepts.	?","	pages 252-259.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Harish Ragavan and Larry Rendell.	Lookahead feature construction for learning hard concepts.	?","	pages 252-259.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Harish Ragavan and Larry Rendell.	Lookahead feature construction for learning hard concepts.	?","	pages 252-259.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff	?","	?","	?","	?","	?",?,?
"Harish Ragavan and Larry Rendell.	Lookahead feature construction for learning hard concepts.	?","	pages 252-259.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff	?","	?","	?","	?","	?",?,?
"Harish Ragavan and Larry Rendell.	Lookahead feature construction for learning hard concepts.	?","	pages 252-259.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Harish Ragavan and Larry Rendell.	Lookahead feature construction for learning hard concepts.	?","	pages 252-259.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff	?","	?","	?","	?","	?",?,?
"Harish Ragavan and Larry Rendell.	Lookahead feature construction for learning hard concepts.	?","	pages 252-259.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Ron Rymon.	An SE-tree based characterization of the induction problem.	?","	pages 268-275.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Ron Rymon.	An SE-tree based characterization of the induction problem.	?","	pages 268-275.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Ron Rymon.	An SE-tree based characterization of the induction problem.	?","	pages 268-275.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Ron Rymon.	An SE-tree based characterization of the induction problem.	?","	pages 268-275.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Ron Rymon.	An SE-tree based characterization of the induction problem.	?","	pages 268-275.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Ron Rymon.	An SE-tree based characterization of the induction problem.	?","	pages 268-275.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Ron Rymon.	An SE-tree based characterization of the induction problem.	?","	pages 268-275.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Ron Rymon.	An SE-tree based characterization of the induction problem.	?","	pages 268-275.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"Ron Rymon.	An SE-tree based characterization of the induction problem.	?","	pages 268-275.	?","	?","	?","	?","	?","	In ML-93 ","	Editor: Paul E. Utgoff.	?","	?","	?","	?","	?",?,?
"P.E. Utgoff.	Incremental induction of decision trees.	(4):	161-186","	1989.	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?","	?","	?",?,?
"P. E. Utgoff and C. E. Brodley.	An incremental method for finding multivariate splits for decision trees.	16	pages 58-65","	1990.	?","	Morgan Kaufmann.	Los Altos", CA,"	?","	In Proceedings of the Seventh International Conference on Machine Learning","     	?","	?","	?","	?","	?","	?",?,?
"Paul E. Utgoff.	An improved algorithm for incremental induction of decision trees.	?","	pages 318-325.	?","	?","	?","	?","	?","	In ML-94 ","	Editors: William W. Cohen and Haym Hirsh.	?","	?","	?","	?","	?",?,?
"Paul E. Utgoff.	An improved algorithm for incremental induction of decision trees.	?","	pages 318-325.	?","	?","	?","	?","	?","	In ML-94 ","	Editors: William W. Cohen and Haym Hirsh.	?","	?","	?","	?","	?",?,?
"Paul E. Utgoff.	An improved algorithm for incremental induction of decision trees.	?","	pages 318-325.	?","	?","	?","	?","	?","	In ML-94 ","	Editors: William W. Cohen and Haym Hirsh.	?","	?","	?","	?","	?",?,?
"Paul E. Utgoff.	An improved algorithm for incremental induction of decision trees.	?","	pages 318-325.	?","	?","	?","	?","	?","	In ML-94 ","	Editors: William W. Cohen and Haym Hirsh.	?","	?","	?","	?","	?",?,?
"Paul E. Utgoff.	An improved algorithm for incremental induction of decision trees.	?","	pages 318-325.	?","	?","	?","	?","	?","	In ML-94 ","	Editors: William W. Cohen and Haym Hirsh.	?","	?","	?","	?","	?",?,?
"Paul E. Utgoff.	An improved algorithm for incremental induction of decision trees.	?","	pages 318-325.	?","	?","	?","	?","	?","	In ML-94 ","	Editors: William W. Cohen and Haym Hirsh.	?","	?","	?","	?","	?",?,?
"Paul E. Utgoff.	An improved algorithm for incremental induction of decision trees.	?","	pages 318-325.	?","	?","	?","	?","	?","	In ML-94 ","	Editors: William W. Cohen and Haym Hirsh.	?","	?","	?","	?","	?",?,?
"Paul E. Utgoff.	An improved algorithm for incremental induction of decision trees.	?","	pages 318-325.	?","	?","	?","	?","	?","	In ML-94 ","	Editors: William W. Cohen and Haym Hirsh.	?","	?","	?","	?","	?",?,?
"Paul E. Utgoff.	An improved algorithm for incremental induction of decision trees.	?","	pages 318-325.	?","	?","	?","	?","	?","	In ML-94 ","	Editors: William W. Cohen and Haym Hirsh.	?","	?","	?","	?","	?",?,?
"S. Hampson and D. Kibler.	Plateaus and plateau search in boolean satisfiability problems: When to give up searching       and start again.     	?","	?","	?","	?","	?","	?","	Available by http://www.ics.uci.edu/~kibler/.	DIMACS Challenge	?","	?","	?","	?","	1995","	?",?,?
Clouse, J. A., & Utgoff," P. E.	A teaching method for reinforcement learning.	?","	(pp. 92-101).	?","	Machine Learning:	Morgan Kaufmann.	San Mateo"," CA:	?","	Proceedings of the Ninth International Conference	?","	?","	?","	?","	(1992).	?",?,?
Clouse, J. A., & Utgoff," P. E.	A teaching method for reinforcement learning.	?","	(pp. 92-101).	?","	Machine Learning:	Morgan Kaufmann.	San Mateo"," CA:	?","	Proceedings of the Ninth International Conference	?","	?","	?","	?","	(1992).	?",?,?
Kelly, J. D. & Davis," L.	A Hybrid Genetic Algorithm for Classification.	?","	645-650.	?","	?","	Morgan Kaufmann.	Sydney:	?","	In Proceedings of The Twelfth International Joint Conference on Artificial       Intelligence","     	?","	?","	?","	?","	(1991).	?",?,?
Kelly, J. D. & Davis," L.	A Hybrid Genetic Algorithm for Classification.	?","	645-650.	?","	?","	Morgan Kaufmann.	Sydney:	?","	In Proceedings of The Twelfth International Joint Conference on Artificial       Intelligence","     	?","	?","	?","	?","	(1991).	?",?,?
Utgoff, P. E., & Clouse," J. A.	Two kinds of training information for evaluation function learning.	15	(pp. 596-600).	?","	?","	MIT Press.	Anaheim"," CA:	?","	Proceedings of the Ninth National Conference on Artificial Intelligence	?","	?","	?","	?","	(1991).	?",?,?
D.W. Aha," D. Kibler and M.K. Albert	. Instance-Based Learning Algorithms.	6	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?","	(1991)	?",?,?
Utgoff, P. E., & Brodley," C. E.	An incremental method for finding multivariate splits for decision trees.	14	(pp. 58-65).	?","	?","	Morgan Kaufmann.	Austin"," TX:	?","	Proceedings of the Seventh International Conference on Machine Learning	?","	?","	?","	?","	(1990).	?",?,?
Utgoff, P. E., & Brodley," C. E.	An incremental method for finding multivariate splits for decision trees.	14	(pp. 58-65).	?","	?","	Morgan Kaufmann.	Austin"," TX:	?","	Proceedings of the Seventh International Conference on Machine Learning	?","	?","	?","	?","	(1990).	?",?,?
Utgoff," P. E.	Improved training via incremental learning.	?","	?","	?","	?","	Morgan Kaufmann.	Ithaca"," NY:	?","	Proceedings of the Sixth International Workshop on Machine Learning.	?","	?","	?","	?","	(1989a).	?",?,?
Utgoff," P. E.	Improved training via incremental learning.	?","	?","	?","	?","	Morgan Kaufmann.	Ithaca"," NY:	?","	Proceedings of the Sixth International Workshop on Machine Learning.	?","	?","	?","	?","	(1989a).	?",?,?
Aha, D. and Kibler," D.	Noise-tolerant instance-based learning algorithms.	?","	8	?","	?","	Morgan Kaufmann.	?","	?","	Proceedings of the Eleventh Joint Conference on Artificial Intelligence	?","	?","	?","	?","	(1989).	?",?,?
"Utgoff P. E.	Incremental Induction of Decision Trees","	4	161-186.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?","	(1989).	?",?,?
Utgoff," P.	Incremental induction of decision trees.	4(2)	161-186.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?","	(1989).	?",?,?
Utgoff," P.	Perceptron trees: A case study in hybrid concept representation.	?","	?","	?","	Connection Science.	?","	?","	?","	16 Set Curves Set Curves 17 Set Curves Set Curves 18 Set Curves Set Curves 19     	?","	?","	?","	?","	(1989).	?",?,?
Aha, D. and Kibler," D.	Noise-tolerant instace-based learning algorithms.	?","	(pp. 794-799).	?","	?","	Morgan Kaufmann.	Detroit"," MI:	?","	Proceedings of the Eleventh International Joint Conference on 39 Artificial       Intelligence     	?","	?","	?","	?","	(1989)	?",?,?
Aha, D. and Kibler," D.	Noise-tolerant instace-based learning algorithms.	?","	(pp. 794-799).	?","	?","	Morgan Kaufmann.	Detroit"," MI:	?","	Proceedings of the Eleventh International Joint Conference on 39 Artificial       Intelligence     	?","	?","	?","	?","	(1989)	?",?,?
"Dennis Kibler and Pat Langley.	Machine Learning As An Experimental Science.	?","	?","	?","	?","	?","	?","	?","	Proceedings Of the Third Working Session On Learning	?","	?","	?","	?","	(1989)	?",?,?
"Dennis Kibler and Pat Langley.	Machine Learning As An Experimental Science.	?","	?","	?","	?","	?","	?","	?","	Pro ceedings Of the Third Working Session On Learning	?","	?","	?","	?","	(1989)	?",?,?
"D. Kibler & P. Langley.	Machine Learning As An Experimental Science.	?","	?","	?","	?","	?","	?","	?","	Proc. 3rd Working Session On Learning	?","	?","	?","	?","	(1989)	?",?,?
Kibler, D., & Langley," P.	Machine learning as an experimental science.	?","	(pp. 81-92).	?","	?","	Pittman.	Glasgow:	?","	Proceedings of the Third Eu-ropean Working Session on Learning	?","	?","	?","	?","	(1988).	?",?,?
Kibler, D., & Langley," P.	Machine learning as an experimental science.	?","	(pp. 81-92).	?","	?","	?","	Glas-gow: Pittman.	Reprinted in J. W. Shavlik & T. G. Di-etterich (Eds.)	Proceedings of the Third Euro-pean Working Session on Learning	?","	?","	?","	?","	(1988).	?",?,?
Kibler, D. & Aha," D. W.	Learning Representative Exemplars of Concepts: An Initial Case Study.	?","	(pp. 24-30).	?","	?","	Morgan Kaufmann.	Irvine"," CA:	?","	Proceedings of the Fourth International Workshop on Machine Learning	?","	?","	?","	?","	(1987).	?",?,?
Utgoff," P. E.	Machine Learning of Inductive Bias.	12	?","	?","	?","	Kluwer Academic","	Boston MA.	?","	?","	?","	?","	?","	?","	(1986).	?",?,?
Utgoff," P.	?","	Vol.15","	28	?","	?","	Kluwer Academic.	?","	Kluwer International Series in Engineering and Computer Science","	Machine Learning of Inductive Bias.	?","	?","	?","	?","	(1986).	?",?,?
Utgoff," P.	?","	Vol.15","	6	?","	?","	Kluwer Academic.	?","	Kluwer International Series in Engineering and Computer Science","	Machine Learning of Inductive Bias.	?","	?","	?","	?","	(1986).	?",?,?
Utgoff," P.	Shift of bias for inductive concept learning.	volume 2.	?","	?","	?","	Morgan Kauf-mann.	Los Altos"," CA:	?","	Machine Learning: An Artificial Intelligence Approach","	?","	?","	?","	?","	(1986).	?",?,?
Mitchell," T. M.	Learning and problem solving","	?","	1139-1151.	?","	?","	Morgan-Kaufmann.	Los Altos"," CA:	?","	Proceedings of IJCAI-83.	?","	?","	?","	?","	(1983)	?",?,?
"M. Pazzani and D. Kibler.	The utility of knowledge in inductive learning.	9	57-94	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?","	"," 1992.	?",?,?
Minton, S., Drummond, M., Bresina, J. L., & Phillips," A. B.	Total order vs. partial order planning: Factors influencing performance.	?","	pp83-92.	?","	?","	?","	Cambridge","CA.	?","	In Proceedings of the Third International Conference on Principles of Knowledge       Representation and Reasoning"
Minton, S., Drummond, M., Bresina, J. L., & Phillips," A. B.	Total order vs. partial order planning: Factors influencing performance.	?","	pp. 83-92	?","	?","	?","	Cambridge","CA.	?","	In Proceedings of the Third International Conference on Principles of Knowledge       Representation and Reasoning"
S. E. Fahlman,"	Faster-learning variations on backpropagation: An empirical study","	?","	pp. 38-51.	1988","	?","	Morgan Kaufmann","	San Mateo"," CA:	?","	in Proceedings of the 1988 Connectionist Models Summer School","	D. S. Touretzky", G. E. Hinton, and T. J. Sejnowski,"Eds.	?","	?"
Kibler, D. and Langley, P.,"	Machine Learning as an Experimental Science.	?","	pages 81-92","	?","	?","	Turing Institute"," Pitman.	Glasgow"," UK.	?","	?","	editor",In Sleeman, D.
"Paul E. Utgoff.	Decision tree induction based on efficient tree restructuring.	?","	?","	?","	?","	?","	University of Massachusetts","	?","	?","	?","	?","	?","	March	1995.	Technical Report 95-18",?,?
