address,authors,authors_original,booktitle,date,editor,editors_original,id,institution,journal,month,note,pages,publisher,tech,title,type,volume,year
,p e utgoff ,p e utgoff ,machine learning an artificial intelligence approach ,,in r s michalski j g carbonell and t m mitchell editors ,,1522,,,,this article was processed using the l a t e x macro package with llncs style,pages 107 148 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,,1986
los altos ca ,utgoff p ,utgoff p ,in machine learning an artificial intelligence approach ,,r michalski j carbonell and t mitchell eds ,,1523,,,,,pp 107 148 ,morgan kaufman ,,shift of bias for inductive learning ,,vol ii ,1986
los altos ca ,utgoff p ,utgoff p ,in machine learning an artificial intelligence approach ,,r michalski j carbonell and t mitchell eds ,,1524,,,,,pp 107 148 ,morgan kaufman ,,shift of bias for inductive learning ,,vol ii ,1986
,utgoff p ,utgoff p ,machine learning ii ,,in michalski r carbonell j and mitchell t editors ,,1525,,,,,pages 107 148 ,morgan kaufman ,,shift of bias for inductive concept learning ,,,1986
,utgoff p ,utgoff p ,machine learning ii ,,in michalski r carbonell j and mitchell t editors ,,1526,,,,,pages 107 148 ,morgan kaufman ,,shift of bias for inductive concept learning ,,,1986
,utgoff p ,utgoff p ,machine learning ii ,,in michalski r carbonell j and mitchell t editors ,,1527,,,,,pages 107 148 ,morgan kaufman ,,shift of bias for inductive concept learning ,,,1986
,utgoff p ,utgoff p ,machine learning ii ,,in michalski r carbonell j and mitchell t editors ,,1528,,,,,pages 107 148 ,morgan kaufman ,,shift of bias for inductive concept learning ,,,1986
los altos ca ,p utgoff ,p utgoff ,in machine learning an artificial intelligence approach ,,r michalski j carbonell and t mitchell eds ,,1529,,,,,pp 107 148 ,morgan kaufman ,,shift of bias for inductive learning ,,vol ii ,1986
los altos ca ,p utgoff ,p utgoff ,in machine learning an artificial intelligence approach ,,r michalski j carbonell and t mitchell eds ,,1530,,,,,pp 107 148 ,morgan kaufman ,,shift of bias for inductive learning ,,vol ii ,1986
los altos ca ,utgoff p ,utgoff p ,machine learning an ai approach ,,eds in michalski r carbonell j mitchell t ,,1531,,,,,pp 107 148 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,vol ii ,1985
,utgoff p ,utgoff p ,machine learning an artificial intelligence approach ,,in michalski r s carbonell j g mitchell t m eds ,,1532,,,,,pp 107 148 ,morgan kaufman ,,shift of bias for inductive concept learning ,,vol ii ,1986
,utgoff p ,utgoff p ,machine learning an artificial intelligence approach ,,in michalski r s carbonell j g mitchell t m eds ,,1533,,,,,pp 107 148 ,morgan kaufman ,,shift of bias for inductive concept learning ,,vol ii ,1986
los altos ca ,utgoff p ,utgoff p ,machine learning ,,in michalski r carbonell j and mitchell t editors ,,1534,,,,,pages 163 190 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ca ,utgoff p ,utgoff p ,machine learning ,,in michalski r carbonell j and mitchell t editors ,,1535,,,,,pages 163 190 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ca ,utgoff p ,utgoff p ,machine learning ,,in michalski r carbonell j and mitchell t editors ,,1536,,,,,pages 163 190 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ca ,utgoff p ,utgoff p ,in machine learning ,,,,1537,,,,,,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ca ,utgoff p ,utgoff p ,in machine learning ,,,,1538,,,,,,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ca ,utgoff p ,utgoff p ,in machine learning ,,,,1539,,,,,,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ca ,utgoff p ,utgoff p ,in machine learning ,,,,1540,,,,,,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ca ,utgoff p ,utgoff p ,in machine learning ,,,,1541,,,,,,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ca ,utgoff p ,utgoff p ,machine learning an artificial intelligence approach ,,,,1542,,,,,,morgan kauf mann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ca ,utgoff p ,utgoff p ,machine learning an artificial intelligence approach ii ,,editors in michalski r carbonell j and mitchell t ,,1543,,,,,107 148 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,,1986
,utgoff p e ,utgoff p e ,machine learning ,,in r s michalski j g carbonell t ,,1544,,,,,,,,shift of bias for inductive concept learning ,,,1986
san mateo ca ,utgoff p e ,utgoff p e ,machine learning an artificial intelligence approach ,,in michalski carbonell mitchell eds ,,1545,,,,,,morgan kaufmann ,,shift of bias for inductive concept learning ,,,1986
san mateo ca ,utgoff p e ,utgoff p e ,machine learning an artificial intelligence approach ,,in michalski carbonell mitchell eds ,,1546,,,,,,morgan kaufmann ,,shift of bias for inductive concept learning ,,,1986
san mateo ca ,utgoff p e ,utgoff p e ,,,in michalski carbonell mitchell eds ,,1547,,machine learning ,,,pp 107 148 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,vol 2 chap 5 ,1986
san mateo ca ,utgoff p e ,utgoff p e ,,,in michalski carbonell mitchell eds ,,1548,,machine learning ,,,pp 107 148 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,vol 2 chap 5 ,1986
los altos ca ,utgoff p e ,utgoff p e ,machine learning an artificial intelligence approach ,,in michalski r carbonell j mitchell t eds ,,1549,,,,,pp 107 148 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,vol ii ,1986
los altos ca ,utgoff p e ,utgoff p e ,machine learning an artificial intelligence approach ,,in michalski r carbonell j mitchell t eds ,,1550,,,,,pp 107 148 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,vol ii ,1986
los altos ca ,utgoff p e ,utgoff p e ,machine learning an artificial intelligence approach ,,in michalski r carbonell j mitchell t eds ,,1551,,,,,pp 107 148 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,vol ii ,1986
,utgoff p e ,utgoff p e ,,,in r s michalski j g ,,1552,,,,,,,,shift of bias for inductive concept learning ,,,1986
,utgoff p e ,utgoff p e ,in machine learning an artificial intelligence approach ,,eds r ,,1553,,,,,,,,shift of bias for inductive concept learning ,,volume ii ,1986
,utgoff p e ,utgoff p e ,in machine learning an artificial intelligence approach ,,eds r ,,1554,,,,,,,,shift of bias for inductive concept learning ,,volume ii ,1986
,utgoff p ,utgoff p ,in machine learning an artificial intelligence approach,,michalski r s carbonell j g and mitchell t m eds ,,1555,,,,,,morgan kaufmann publishers ,,shift of bias for inductive concept learning ,,vol ii ,
,utgoff p e ,utgoff p e ,,,in j g carbonell r s ,,1556,,,,,,,,shift of bias for inductive concept learning ,,,1986
los altos ca ,utgoff p e ,utgoff p e ,machine learning an artificial intelligence approach ,,j g carbonell and t m mitchell eds r s michalski eds ,,1557,,,,,,morgan kaufmann ,,shift of bias for inductive learning ,,vol ii ,1986
,utgoff paul e ,utgoff paul e ,,,in r t michalski j carbonell ,,1558,,,,,,,,shift of bias for inductive concept learning ,,,1986
,p e utgoff ,p e utgoff ,machine learning an artificial intelligence approach ,,in r s michalski j g carbonell and t m mitchell editors ,,1559,,,,,,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume ii ,1986
,p e utgoff ,p e utgoff ,machine learning an artificial intelligence approach ,,in r s michalski j g carbonell and t m mitchell editors ,,1560,,,,,,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume ii ,1986
,p e utgoff ,p e utgoff ,machine learning an artificial intelligence approach ,,in r s michalski j g carbonell and t m mitchell editors ,,1561,,,,,,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume ii ,1986
,utgoff p e ,utgoff p e ,machine learning an artificial intelligence approach ,,in michalski r s carbonell j g and t m mitchell ,,1562,,,,,107 148 ,morgan kaufmann publishers ,,shift of bias of induc tive concept learning ,,vol ii ,1986
,utgoff p e ,utgoff p e ,machine learning an artificial intelligence approach ,,in michalski r s carbonell j g and t m mitchell ,,1563,,,,,107 148 ,morgan kaufmann publishers ,,shift of bias of inductive concept learning ,,vol ii ,1986
,utgoff p e ,utgoff p e ,machine learning an artificial intelligence approach ,,in michalski r s carbonell j g and t m mitchell ,,1564,,,,,107 148 ,morgan kaufmann publishers ,,shift of bias of inductive concept learning ,,vol ii ,1986
,utgoff p e ,utgoff p e ,machine learning an artificial intelligence approach ,,in michalski r s carbonell j g and t m mitchell ,,1565,,,,,107 148 ,morgan kaufmann publishers ,,shift of bias of inductive concept learning ,,vol ii ,1986
,utgoff p e ,utgoff p e ,machine learning an artificial intelligence approach ,,in michalski r s carbonell j g and t m mitchell ,,1566,,,,,107 148 ,morgan kaufmann publishers ,,shift of bias of inductive concept learning ,,vol ii ,1986
,p e utgoff ,p e utgoff ,in machine learning,,,,1567,,,,,,morgan kaufman ,,shift of bias for inductive concept learning ,,ii ,1986
palo alto ca ,p utgoff ,p utgoff ,machine learning an artificial intelligence approach 2 springer verlag ,,in r s mickalski j g carbonell and t m mitchell eds ,,1568,,,,,107 149 ,,,shift of bias for inductive concept learning ,,,1986
palo alto ca ,p utgoff ,p utgoff ,machine learning an artificial intelligence approach 2 springer verlag ,,in r s mickalski j g carbonell and t m mitchell eds ,,1569,,,,,107 149 ,,,shift of bias for inductive concept learning ,,,1986
san mateo ca usa ,p utgoff ,p utgoff ,in machine learning an artificial intelligence approach ,,,,1570,,,,,,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume iii ,1986
los altos ,utgoff p ,utgoff p ,machine learning an artificial intelligence approach ,,in r michal ski j carbonell and t mitchell eds ,,1571,,,,, pp 107 148,morgan kaufmann ,,shift of bias for inductive concept learning ,,vol ii,1986
los altos ca ,p e utgoff ,p e utgoff ,machine learning an artificial intelligence approach ,,in r s michalski j g carbonell and t m mitchell editors ,,1572,,,,,pages 107 148 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,10,1986
los altos ca ,p utgoff ,p utgoff ,in machine learning ,,,,1573,,,,,,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ca ,p utgoff ,p utgoff ,,,in r michalski j carbonell and t mitchell editors ,,1574,,machine learning ,,,pages 163 190 ,morgan kauf mann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ca ,p utgoff ,p utgoff ,,,in r michalski j carbonell and t mitchell editors ,,1575,,machine learning ,,,pages 163 190 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ca ,p utgoff ,p utgoff ,,,in r michalski j carbonell and t mitchell editors ,,1576,,machine learning ,,,pages 163 190 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ca ,p utgoff ,p utgoff ,,,in r michalski j carbonell and t mitchell editors ,,1577,,machine learning ,,,pages 163 190 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume 2 ,1986
los altos ,utgoff p ,utgoff p ,machine learning an artificial intelligence approach ,,in r michal ski j carbonell and t mitchell eds ,,1578,,,,, pp 107 148,morgan kaufmann ,,shift of bias for inductive concept learning ,,vol ii,1986
,p e utgoff ,p e utgoff ,machine learning an artificial intelligence approach,,in r s michalski j g carbonell and t m mitchell editors ,,1579,,,,,,morgan kaufmann ,,shift of bias for inductive concept learning ,, volume 2 ,1986
los altos ca ,utgoff paul e ,utgoff paul e ,machine learning an artificial intelligence approach ,,in michalski ryszard s car bonell jaime g and mitchell tom m editors ,,1580,,,,,pages 107 148 ,morgan kauf mann ,,shift of bias for inductive concept learning ,,volume ii ,
los altos ca ,utgoff paul e ,utgoff paul e ,machine learning an artificial intelligence approach ,,in michalski ryszard s carbonell jaime g and mitchell tom m editors ,,1581,,,,,pages 107 148 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume ii ,1986
los altos ca ,utgoff paul e ,utgoff paul e ,machine learning an artificial intelligence approach ,,in michalski ryszard s carbonell jaime g and mitchell tom m editors ,,1582,,,,,pages 107 148 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume ii ,1986
,p e ,p e ,in machine learning an artificial intelligence approach ,,,,1583,,,,,,morgan kaufmann ,,utgoff shift of bias for inductive concept learning,,,1986
,p e ,p e ,in machine learning an artificial intelligence approach ,,,,1584,,,,,,morgan kaufmann ,,utgoff shift of bias for inductive concept learning,,,1986
los altos ca ,utgoff p e ,utgoff p e ,machine learning an artificial intelligence approach ,,in r s michalski j g carbonell and t m mitchell ed ,,1585,,,,,pp 107 148 ,morgan kaufmann ,,shift of bias for inductive concept learning ,,volume ii ,1986
los altos ca ,p utgoff ,p utgoff ,,,in r s michalshi j g carbonell and t m mitchell editors ,,1586,,machine learning ,,,page 107 ,morgan kaufman ,,shift of bias for inductive concept learning ,,,1986
los altos ca ,p utgoff ,p utgoff ,,,in r s michalshi j g carbonell and t m mitchell editors ,,1587,,machine learning ,,,page 107 ,morgan kaufman ,,shift of bias for inductive concept learning ,,,1986
los altos ca ,p utgoff ,p utgoff ,,,in r s michalshi j g carbonell and t m mitchell editors ,,1588,,machine learning ,,,page 107 ,morgan kaufman ,,shift of bias for inductive concept learning ,,,1986
irvine ca ,utgoff p e saxena s ,utgoff p e saxena s ,proceedings of the fourth international workshop on machine learning,,,,1589,,,,, pp 115 121 ,morgan kauf mann ,,learning a preference predicate ,,,1987
,utgoff p and saxena s ,utgoff p and saxena s ,in proceedings of the fourth international workshop on machine learning ,,,,1590,,,,,115 121 ,,,learning a preference predicate ,,,1987
,p utgoff and s saxena ,p utgoff and s saxena ,proceedings of the 4th international conference on machine learning ,,,,1591,,,,,pp 115 121 ,,,learning a preference predicate ,,,1987
,utgoff p and saxena s ,utgoff p and saxena s ,in proceedings of the fourth international workshop on machine learning ,,,,1592,,,,,pages 115 121 ,,,learning a preference predicate ,,,1987
stanford california ,utgoff p e and p s heitman ,utgoff p e and p s heitman ,in proceedings of the aaai 1988 spring symposium series computer game playing ,,,,1593,,,,,36 40 ,,,learning and generalizing move selection preferences ,,,1988
